content,polarity
"El perro de ""The Artist"" se dopa, dicen algunos.",2
Si es que tengo un ojo! http://t.co/8RxMCuz8,4
"Eso siempre vale la pena. Grandes. RT @Lou_Palacios: @AlejandroSanz  Si un besazo para ti too,valio la pena ... http://t.co/GRar3mzt",4
Un besazo chicas. RT @Chile_Paradise: @AlejandroSanz mira esta foto y celebramos juntos http://t.co/iXdiVaYP hace 1 año ya de esto ♥,4
De camino a bcn q hoy grabamos TSQV!!!!!!,4
#Fuengirola denuncia recortes de la Junta en programas de Servicios Sociales. http://t.co/tlNBEzCd,1
Injusta porque debilita a los trabajadores. Mala pq lejos de crear destruye empleo. Innecesaria y contraproducente pq aumenta la recesión,1
Aznar: 'Ha llegado el tiempo de @javierarenas_pp   http://t.co/nVWAyab3 #arenaspresidente,4
Los 10.000 liberados sindicales le cuestan al país 500 millones http://t.co/dTK1uXgV,2
"Bdías y buena semana! Unas palabras el día después del #19F  ""¿Bocadillo y pancarta... o copa y puro?"" @Semanaldigital http://t.co/KKEvmB0M",5
"""Marea zombi"" Mi columna hoy en @LARAZON_es sobre el primer toque de corneta de los camaradas #Toxo y #Méndez  http://t.co/Qvu9afsG #19F",4
“@EGPanda: @David_Busta slds desde Chile”ABRAZOOOOO!,4
". @esperanzaona : "" en #Andalucia hay 444.805 asuntos judiciales pendientes y en #Malaga 95.716 "" #elcambioandaluz",2
"Increíble audiencia para la gala de los Goya y un sobresaliente para su ""pedazo"" de presentadora mrs Eva H! Bravo!#hayquelidiaresetoro",5
"@AHernandoVera Muy buen artículo, sí señor",5
Aún no sé si @agallego_PP se ha largado sin más o me ha bloqueado. ¿Alguien puede verlo?,2
"cuando los recortes se hacen al peso. “@el_pais: Los campus de excelencia, en vía muerta http://t.co/q5kO0Zvl Wert paraliza los créditos",1
Asunto arreglado con @SSantiagosegura !!!!!,5
"Todo preparado para empezar mañana las previas de Grease en Madrid, en Gran Vía en el teatro Arteria Coliseum!!!! http://t.co/3Uiw4JoS",4
";-)) RT @minipunk: @mariviromero @esperanzaona 5 mujeres y 4 hombres, me gusta ;)",5
Gracias por todo! Me lo he pasado genial en @OtraMovida !!!;-),5
Imágenes y testimonios muestran la extrema dureza de las cargas policiales contra estudiantes en Valencia. http://t.co/p0PXwzCs,1
Las fotos de las cargas policiales en Valencia son tremendas http://t.co/qExzeFT6,1
"En #andalucia lo que mas se ha dictaminado en dependencia es "" cuidados en el entorno familiar"" y esto hace imposible el respiro familiar ..",2
"Tremenda la narración de la periodista de Radio Nacional en Valencia, contando cómo la han golpeado http://t.co/gxbzYn2E",2
"La respuesta policial de Valencia obedece a la agresividad de los manifestantes, dice el responsable de la policía de la Com Valenciana",1
Glups!!!! RT @ElTopoErudito: El miedo es la nostalgia de lo que aún se tiene.,2
El nuevo Presidente Alemán. : no soy superman. http://t.co/8rzgIvMt,2
RT @PPHortaleza @mdcospedal: “Hay que poner un dique de contención a la sangría del paro” http://t.co/GHDa1eHS,1
Resulta inquietante y siniestro este ambiente de crispación contínua. #queestápasando,1
"La solución griega no me convence. 130.000 millones para devolver deuda. Eso, por sí sólo, no mejorará la situación.",1
"OS DESEO FELICIDAD! buenas noches, buenas noches y buenas noches! #MiNumeroEsEl3 !",4
@AlexdelaIglesia @juandiegobotto mucho insomne veo por estos lares...,2
Periódicos locales que siempre buscan la manera de vengarse de quien señala su mediocridad. Esos periódicos locales...,2
Bienvenido el acuerdo con Grecia. Por fin!!,4
"Abogado Urdangarín: ""Si ha cometido errores, como todo ciudadano, yo los califico de errores administrativos (...) """,2
"Hoy estaré en la presentación de @sumaconspicua, una nuevo sello literario con el que edito mi primera novela.  http://t.co/1CVVJHWh",5
( leer con tono de peli de miedo)Ya estooooooy aquiiiiiiiiii ! Por fin la promo de mi nuevo programa @A3NumeroUno http://t.co/WOTV9IUo”,4
La CEOE es insaciable. Considera insuficiente el estado de excepción laboral y va a por la prestación del desempleo y el derecho de huelga.,1
"Ayer en @otramovida, m partí d la risa con @David_Busta ,el momento n q s sube al coche s genuino! FELICIDADES @Flofdez http://t.co/OsrV42im",5
#Gallardón : la policía ha actuado  obligada x violencia provocada.Desde  q es Ministro se ha quitado careta ideológica http://t.co/2yQJpSFY,2
"Gallardón, sobre Valencia: violar la ley debe tener igual reproche para menores - http://t.co/OrVPSEdJ (EP)",2
RT @CesarxG1: Si tuvieras q buscar un paraiso terrenal a #QROO has de viajar XQ ES EL #1 @paurubio (cont) http://t.co/zHk9BW40,4
Acusaban al PP de crispar y ahora escriben cosas así... flipo. Para sobrevivir hacen falta estos excesos? http://t.co/xJzHH0LH,1
"La policía llama enemigos a los estudiantes, la CEOE lo insinúa de los trabajadores y el Gobierno de los sindicatos.  ¿Antisistemas?",1
". @esperanzaona lleva ella personalmente su presencia en las redes sociales : directa, cercana y espontánea http://t.co/KRlhrYD9",5
";-)) RT @isajoma14: En la presentc de la nueva web de @esperanzaona http://t.co/KRlhrYD9, @mariviromero y @anagposadas",4
"""@petita31: a veces tienes la gracia en el culo colegaaa"" Así se me está poniendo de durito.",2
Rosa10 denuncia el intento del PP y el PSOE de aislar a UPyD y no a Amaiur http://t.co/33CdaIMm,2
Acabamos de presentar una nueva herramienta de coordinación entre los distritos y Lipasam para que #sevillahoy esté más limpia,5
Apuesta del @ppandaluz por la justicia @antoniosanz http://t.co/8TwBOSSx #elcambioandaluz,5
Racista me llaman... En fin.Insisto que me gusta ser consciente de lo q es nacer aquí incluso cd estoy mala comparado con un país olvidado.,2
@lazaroelmundo @@JFernandezArce @@lazaroelmundo :)),4
"En definitiva, un paso más para la creación de empleo en #sevillahoy, una prioridad para este gobierno.",5
"Comunidado SUP protestas Valencia http://t.co/J9ywoeEK Sobre las palabras del Ministro dicen ""políticamente cobarde y moralmente miserable""",1
En @SextaNoticias estamos buscando a este estudiante agredido por un Policía en Valencia http://t.co/wJnwBuNO #Ayuda,2
Ha llegado el momento ;-)) #queganas ;-)) #chatidieta @mariarojo82 ;-)) http://t.co/SaKfTRHT,5
"Rajoy sobre la carta: ""He firmado porque me parecía que era una buena carta... No hay ningún frente de nadie contra nadie"" Visto en @24h_tve",4
Los diputados de ERC y algunos de la Izquierda Plural exhiben pancartas de DIMISIONES en el pleno del Congreso de los Diputados.,2
"Policía anditisturbios, defendiéndose de un peligroso antisistema que le quería golpear con sus gafas. Dentro vídeo http://t.co/aodWxkbx",2
El comité de empresa denuncia la manipulación de Canal 9 sobre las protestas de los estudiantes http://t.co/T0u0QPdS vía @Kuauer,1
El PSOE sigue con sus líos. Griñán se planta. @TelediarioInter 20:30,2
RT @peopleenespanol: Hijo de Paulina Rubio @PauRubio asiste al primer concierto de su mami http://t.co/SsQe34AC @betoborge,4
Encuesta cachonda en la web dl PSOE-A: Ves justo q subamos los impuestos a quienes +tienen para mantener la calidad d educación y sanidad?,3
En el avión camino de Tenerife junto a @PastoraSoler @Chelu_Sanchez e @Igorbustamante :-) hasta luego!!!,4
Ojala pueda ir pronto besos Rosarinos. RT @JuliDecastello: @AlejandroSanz Besos enormes desde #Rosario Argentina! ... http://t.co/VysPgSkt,4
"Miss u guys back. Viva Argentina. . ;) RT @vemariaramona: @AlejandroSanz , cuando venis a Argentina? We miss u!!!",4
"Buena frase que llega una semana tarde Fdez-Díaz:  ""Estamos para controlar los excesos no para excedernos en el control"" vía @sanchez_sonia",3
a ver esta peli de nuevo  (watching El Pianista) http://t.co/q0oqr870,4
Muakkkkk RT @begochacon: @mariviromero el beso mas grande para ti por ser la tweetera mayor!!!!,4
"Mil gracias ;-)) RT @PPOjen: @mariviromero Gracias a ti, las redes sociales no serían lo mismo ;)",5
Cenando con @josecorbacho @ChristianG_7 @MercheOficial  y @manuelbueno85 con esta compañia se cena bien agusto...me falta @jessica_bueno90,5
"Campeón: Dorribo mantiene q pago al exministro José Blanco,a cambio d favores en ministerios,hoy le toca declarar al primo político d Blanco",1
"Embajada EEUU en Kabul bloqueada y viajes suspendidos ante la violencia desatada x quema de Coranes.Manifestantes gritaron""muerte a América""",1
Hoy interpelamos al gobierno sobre los desahucios inhumanos y la dación en pago.,2
RT @otiarmi: Día para intentar la igualdad salarial de hombres y  mujeres. #stopdiscriminaciónsalarial,5
Me gusta: http://t.co/CSb5a414,4
Hoy en #Torremolinos @eliasbendodo @javierarenas_pp @jmsoria presentan el #LibroBlancodeTurismo para #Andalucia,4
"Ya tenemos nueva cortina d humo dl gobierno Mas:Eurovegas,el nuevo bienvenido Mr Marshall.Mientras,sigue creciendo el paro y fuga d empresas",2
"Ahora Dña. Soraya ,portavoz del PSOE resalta lo obvio: Que el gobierno no presentará los presupuestos hasta después de las elecciones.",2
Venga!!! CAfé para todos.RT @Rumbian1: @Buenafuente buenos dias. Un cafe? Esta recien hecho,4
Wert sale a frase magistral por día. O por hora. Arranca sin ver problema en que se emigren los investigadores http://t.co/Stmjhskz (sigue),2
La reunión con la @CoordiONGD ha sido muy fructífera. Gracias. Los retos de la cooperación estos años requiere la unidad de los actores.,5
Imprescindible http://t.co/xrNQTHxC vía @guardian,4
"#LibroBlancodeTurismo @javierarenas_pp "" que gran noticia es que el gobierno vaya a abrir una linea ICO especial para ayuntamientos y CCAA""",5
"Con déficits propios, Alemania urge a otros a hacer reformas, xo no se aplica el cuento. ""Una pena"", dice el Economist http://t.co/ottwIBDR”",1
"#LibroBlancodeTurismo @javierarenas_pp "" estoy preocupado con la situación pero tengo esperanza """,2
"RT @MPedro_90: @Albert_Rivera por supuesto todas!Ya quisiera yo que #CLM fuera la que mas aportase al estado, eso sería una magnifica señal",4
N la pelu: D los creadores d: tiene l pelo lejioso aburrido e irreverente! Llega con fuerza:Vazquez a ver como l quito las mechas berenjena,2
"ja, ja!!!! @IsmaJuarez: @Buenafuente das el perfil para el anuncio de Kalise!!! @Rumbian1”",4
Correcto @alexielpr: @Buenafuente cualquier cosa con tal de no pagar un taxi...”,2
En serio?“@VictorNovel:un saludo de un ex concursante del Juego d Euromillon q recuerda lo amable q eras. Hasta consegui novia x el concurso,5
.“@Fredense: @PilarGGranja Muy bueno el telediario de hoy. Enhorabuena a todo el equipo.”,5
Ahora estoy saliendo para jugar con @MCFC. Ojalá q cuando termine el partido lleguen noticias de q están mejor. Y q no haya fallecidos,3
"El penúltimo disparate del ministro Wert. Ofendiendo al 15-M: ""ignorancia"", ""simpleza""... http://t.co/wsQ1gD5W",2
EL PAÍS estrena portada. Nueva home. Aquí estamos.http://t.co/62i9JviF,4
En el blog: Todos juntos contra el paro http://t.co/2bOua0zm,2
"EL PAÍS estrena página web tras meses de transformaciones, también en la redacción. Puedes verla aquí http://t.co/Gj10eLcc",4
Este video explica en detalle cómo moverse por la nueva web de EL PAÍS y explotar a fondo sus funcionalidades http://t.co/Ow7jownh,4
El PP cambiará la Ley de Costas para legalizar las casas anteriores a 1988 http://t.co/OdaaJoHD,4
"Mi artículo en ESD: ""El dudoso ascenso de Sánchez de León le estalla al ministro del Interior"" http://t.co/T2fTh5qg vía @Semanaldigital",2
"Insólito! El ministro de Exteriores, Margallo, hombre de ""extremo centro"", felicitado por su tono moderado por toda la oposición",4
Abrazos RT @ASanzQuotes: Pide a las estaciones de radio de tu pais que apoyen a #PositiveGeneration de ... http://t.co/dd3feBPR,4
¡¡Gracias a todos los que seguisteis anoche @75Minutos !!,5
Camps ha vuelto hoy a Les Corts Valencianes tras siete meses sin hacerlo. ¿Le aplicarán lo de la reforma laboral sobre absentismo?,2
Me cuentan que Intereconomía ha abierto su telediario con uno de mis tuits. Supongo que con mi blog les daría para un documental de una hora,3
"El tuit en cuestión es éste. Como ven, hice algo terrible: informar sobre las horas de las manifestaciones convocadas http://t.co/6Dg4cj5N",2
http://t.co/F2rzgDV2 ahi os lo dejo a ver is os gusta.,4
"Impresionante @Carlos_Latre y su ""Yes, We Spain Is  Different""! No os lo perdáis!!! Casi dos horas sin parar de reír! Enorme!!",5
@sanchez_sonia menos mal que has especificado!!!! ;-),4
"Nuevamente me lo he pasado genial en @El_Hormiguero Gracias por todo, por vuestra atención y por cuidarme tanto!! Un beso a todo el equipo!!",5
Muy buenas noches followercetes! http://t.co/Edkg4j3p,4
Dificultades en el CGPJ para reunir los  apoyos para designar al sustituto de Gómez Bermúdez en la Audiencia Nacional  http://t.co/FAZv6uYx,2
"Me gustaría morir como mi padre, durmiendo y no chillando como sus pasajeros...#chistesdepilotos",2
RT @_JAFET: OMG D: #MeVoy @paurubio Feat @EspinozaOficial Se encuentra en el Lugar 2 del Top Pop (cont) http://t.co/7ofT6bl2,4
“@tttatitasanz: @David_Busta te suena CHILE Festival de viña? Quisiera verte por estos lares :)”Y YO QUIETO IR!!!,4
"“@Vertele: Audiencias: ""Con el culo al aire"" sube y amplía su liderazgo y ""Tú sí que vales"" sigue segundo http://t.co/UgAAqOJs” Ouygrrrrrr.",5
Aquí teneis a un enfermo de la unidad de salud mental del Clínico en los pasillos #AndaluciaImparable  http://t.co/rOQqAjX1,2
La Guardia Civil implica al exconsejero José Antonio Viera en los ERE de Andalucía. Ahora es diputado. http://t.co/wq50qh0p,1
"Como comprenderéis, abrumado por el cariño d mis amigos y d todos vosotros!!!;) GRACIAS D CORAZÓN!!;)",5
"Un muerto y 8 heridos graves en un accidente de tráfico en Ávila. Al parecer, aún,hay personas atrapadas.Hay un autobus escolar implicado",1
. @La_SER Mirad: enfermos mentales del Clinico #Malaga en los pasillos.... #sonpersonas  http://t.co/FoqZ3Q9d,2
. @elconfidencial Mirad: enfermos de salud mental de el Clínico #Malaga en los pasillos...Andalucia imparable?  http://t.co/3AdFiyA9,2
"Bosch-ERC subea  la tribuna para decir que el veto del PP en comisión Secretos Oficiales es una caza de brujas. ¿Q tienen ctra mí?, dice.",1
"Bosch-ERC termina su intervención en tribuna: Me tengo que marchar ""lo antes posible de un territorio que ustedes están pudriendo"".",2
"El Grupo Mixto pide q se repita la votación con Joan Tardà, tb de ERC, como candidato. Petición denegada.",2
"Uy! RT @psoedeandalucia: Ante las medidas de Rajoy, el #25M elige a alguien que te defienda, que no trague con todo. http://t.co/HYts4Cbg",2
@periodistas21 corregido. Abrazo.,4
@PauladeLasHeras pero no estaban juntos en el texto contra ETA que UPyD impidió votar? Los demás grupos no se plantan contra la injusticia?,2
"Ya está. Rajoy establece su calendario oficial para las próximas semanas. Los presupuestos ""realistas"" se ... http://t.co/C0LCjAML",2
"Reacción @alfredbosch veto Comisión Secretos Oficiales: ""Un golpe a la democracia digno de ""conmemorar el 23F... El PP está pudriendo España",2
Oleeeee Rosita ;-))) RT @RosaRojoP: Aqui estoy @Gemmadelcorral @mariviromero,5
"para los papas, por favor lean este articulo, vale la pena.http://t.co/LIRZK3gd",4
"Según la Agencia Europea d Medio Ambiente,España es líder europeo en contaminación atmosférica. Así tengo yo la alergia!!",1
+1RT @ang_guillen: Todavía tenemos q oir en el #parlament q El Prat ha de ser Hub internacional cuando no hay mercado para + es surrealista,2
"Es muy triste tener jóvenes encapuchados x Valencia cuya profesión es el fascismo, la violencia y la intolerancia. @Intereconomia",1
